participant,PT,target,distractor,other,Condition
8,959,1,0,0,1
8,859,0,1,0,1
8,632,1,0,0,1
8,683,1,0,0,1
8,529,1,0,0,1
8,482,0,1,0,1
8,781,0,1,0,1
8,760,1,0,0,1
8,1349,1,0,0,1
8,1207,1,0,0,1
8,1236,1,0,0,1
8,961,1,0,0,1
8,1032,1,0,0,1
8,777,1,0,0,1
8,972,1,0,0,1
8,1170,1,0,0,1
8,197,0,1,0,1
8,986,1,0,0,1
8,436,1,0,0,1
8,542,1,0,0,1
8,822,1,0,0,1
8,734,1,0,0,1
8,172,0,0,1,1
8,1018,1,0,0,1
8,226,0,1,0,1
8,542,1,0,0,1
8,286,0,0,1,1
8,302,0,1,0,1
8,900,1,0,0,1
8,1191,1,0,0,1
8,1077,1,0,0,1
8,497,1,0,0,1
8,732,1,0,0,1
8,449,1,0,0,1
8,350,0,1,0,1
8,462,1,0,0,1
8,997,1,0,0,1
8,787,1,0,0,1
8,532,1,0,0,1
8,1277,1,0,0,1
8,1346,1,0,0,1
8,1172,1,0,0,1
8,465,1,0,0,1
8,441,1,0,0,1
8,483,0,1,0,1
8,680,1,0,0,1
8,325,1,0,0,1
8,1123,1,0,0,1
8,674,0,1,0,1
8,1352,1,0,0,1
8,1407,1,0,0,1
8,540,1,0,0,1
8,537,1,0,0,1
8,868,1,0,0,1
8,941,1,0,0,1
8,1160,1,0,0,1
8,721,1,0,0,1
8,844,1,0,0,1
8,328,0,1,0,1
8,260,0,1,0,1
8,677,1,0,0,1
8,518,0,1,0,1
8,1432,1,0,0,1
8,489,1,0,0,1
8,1359,0,1,0,1
8,572,1,0,0,1
8,625,1,0,0,1
8,686,1,0,0,1
8,749,1,0,0,1
9,341,0,1,0,1
9,313,0,1,0,1
9,668,1,0,0,1
9,1273,1,0,0,1
9,660,0,1,0,1
9,1345,1,0,0,1
9,920,1,0,0,1
9,160,0,0,1,1
9,1246,1,0,0,1
9,1097,1,0,0,1
9,1499,1,0,0,1
9,292,0,1,0,1
9,1261,1,0,0,1
9,302,0,1,0,1
9,1486,1,0,0,1
9,1188,0,0,1,1
9,1172,1,0,0,1
9,513,1,0,0,1
9,847,1,0,0,1
9,608,1,0,0,1
9,636,0,0,1,1
9,622,0,1,0,1
9,1325,0,1,0,1
9,263,0,1,0,1
9,530,1,0,0,1
9,1064,0,1,0,1
9,664,1,0,0,1
9,592,1,0,0,1
9,905,1,0,0,1
9,800,0,1,0,1
9,708,0,0,1,1
9,973,0,0,1,1
9,398,0,1,0,1
9,1117,0,0,1,1
9,844,0,0,1,1
9,651,1,0,0,1
9,637,1,0,0,1
9,222,0,0,1,1
9,944,1,0,0,1
9,1032,1,0,0,1
9,732,1,0,0,1
9,1245,1,0,0,1
9,1258,1,0,0,1
9,711,1,0,0,1
9,1227,1,0,0,1
9,208,0,1,0,1
9,317,0,1,0,1
9,1105,1,0,0,1
9,1259,1,0,0,1
9,1057,1,0,0,1
9,396,1,0,0,1
9,914,0,0,1,1
9,980,1,0,0,1
9,222,0,0,1,1
9,282,0,0,1,1
9,610,0,1,0,1
9,618,0,0,1,1
9,271,0,1,0,1
9,717,1,0,0,1
9,428,1,0,0,1
9,1066,1,0,0,1
9,1208,1,0,0,1
10,955,1,0,0,1
10,279,0,1,0,1
10,197,0,1,0,1
10,1129,1,0,0,1
10,927,1,0,0,1
10,967,1,0,0,1
10,470,1,0,0,1
10,792,1,0,0,1
10,1321,1,0,0,1
10,876,1,0,0,1
10,925,1,0,0,1
10,1067,1,0,0,1
10,127,0,0,1,1
10,1113,1,0,0,1
10,1098,1,0,0,1
10,247,1,0,0,1
10,1409,1,0,0,1
10,990,0,1,0,1
10,1485,1,0,0,1
10,206,1,0,0,1
10,1148,1,0,0,1
10,271,0,1,0,1
10,853,1,0,0,1
10,758,1,0,0,1
10,797,1,0,0,1
10,261,1,0,0,1
10,641,0,1,0,1
10,963,1,0,0,1
10,1393,1,0,0,1
10,419,0,1,0,1
10,1366,1,0,0,1
10,1022,1,0,0,1
10,374,0,1,0,1
10,267,0,0,1,1
10,270,1,0,0,1
10,247,0,1,0,1
10,207,0,0,1,1
10,272,0,0,1,1
10,286,0,1,0,1
10,169,0,1,0,1
10,1086,1,0,0,1
10,804,0,1,0,1
10,810,1,0,0,1
10,864,1,0,0,1
10,312,0,1,0,1
10,802,1,0,0,1
10,1035,1,0,0,1
10,486,1,0,0,1
10,195,1,0,0,1
10,271,0,1,0,1
10,120,0,1,0,1
10,1054,1,0,0,1
10,1116,1,0,0,1
10,235,0,1,0,1
10,961,0,1,0,1
10,565,1,0,0,1
10,553,1,0,0,1
10,1260,1,0,0,1
10,1351,1,0,0,1
10,653,1,0,0,1
10,413,1,0,0,1
10,798,0,1,0,1
10,135,0,1,0,1
10,358,0,0,1,1
10,847,1,0,0,1
10,1046,1,0,0,1
10,1283,1,0,0,1
10,1081,1,0,0,1
10,944,1,0,0,1
10,1033,1,0,0,1
10,975,1,0,0,1
10,205,0,0,1,1
10,1096,1,0,0,1
10,189,0,0,1,1
10,361,0,0,1,1
11,1321,1,0,0,1
11,787,1,0,0,1
11,1296,1,0,0,1
11,614,1,0,0,1
11,1295,1,0,0,1
11,1102,1,0,0,1
11,1159,1,0,0,1
11,379,1,0,0,1
11,285,0,1,0,1
11,690,0,1,0,1
11,1499,1,0,0,1
11,1374,1,0,0,1
11,347,1,0,0,1
11,435,0,1,0,1
11,1305,1,0,0,1
11,1088,1,0,0,1
11,881,1,0,0,1
11,845,1,0,0,1
11,1160,1,0,0,1
11,911,1,0,0,1
11,972,0,1,0,1
11,1418,1,0,0,1
11,421,0,1,0,1
11,593,1,0,0,1
11,708,1,0,0,1
11,238,0,1,0,1
11,705,1,0,0,1
11,504,1,0,0,1
11,247,0,1,0,1
11,1308,1,0,0,1
11,390,1,0,0,1
11,633,1,0,0,1
11,511,1,0,0,1
11,1157,1,0,0,1
11,617,1,0,0,1
11,916,1,0,0,1
11,637,1,0,0,1
11,1095,1,0,0,1
11,1287,1,0,0,1
11,1405,1,0,0,1
11,1108,1,0,0,1
11,731,1,0,0,1
11,514,1,0,0,1
11,1207,1,0,0,1
11,1094,1,0,0,1
11,559,1,0,0,1
11,294,1,0,0,1
11,839,1,0,0,1
11,1352,1,0,0,1
11,873,1,0,0,1
11,1353,1,0,0,1
11,870,0,1,0,1
11,577,1,0,0,1
11,403,0,1,0,1
11,822,1,0,0,1
11,742,1,0,0,1
11,1217,1,0,0,1
11,1292,1,0,0,1
11,334,1,0,0,1
11,1149,1,0,0,1
11,1214,1,0,0,1
11,272,1,0,0,1
11,357,0,1,0,1
11,454,1,0,0,1
11,453,1,0,0,1
11,592,1,0,0,1
11,939,1,0,0,1
11,972,1,0,0,1
11,810,1,0,0,1
11,677,0,1,0,1
11,1362,1,0,0,1
11,817,1,0,0,1
11,877,1,0,0,1
11,532,1,0,0,1
11,409,1,0,0,1
11,1240,1,0,0,1
11,923,1,0,0,1
11,810,1,0,0,1
11,583,1,0,0,1
11,468,1,0,0,1
11,820,1,0,0,1
11,953,1,0,0,1
11,644,1,0,0,1
12,604,1,0,0,1
12,397,1,0,0,1
12,677,1,0,0,1
12,453,1,0,0,1
12,205,0,1,0,1
12,439,1,0,0,1
12,590,1,0,0,1
12,547,1,0,0,1
12,241,0,1,0,1
12,350,1,0,0,1
12,250,0,1,0,1
12,304,1,0,0,1
12,831,1,0,0,1
12,885,1,0,0,1
12,583,1,0,0,1
12,232,0,1,0,1
12,1190,1,0,0,1
12,675,1,0,0,1
12,211,0,1,0,1
12,992,1,0,0,1
12,1288,1,0,0,1
12,623,1,0,0,1
12,298,0,1,0,1
12,1065,1,0,0,1
12,213,1,0,0,1
12,529,1,0,0,1
12,997,1,0,0,1
12,469,1,0,0,1
12,354,0,1,0,1
12,225,1,0,0,1
12,210,0,0,1,1
12,1409,1,0,0,1
12,484,1,0,0,1
12,1356,1,0,0,1
12,496,1,0,0,1
12,470,1,0,0,1
12,611,1,0,0,1
12,563,1,0,0,1
12,289,1,0,0,1
12,609,1,0,0,1
12,907,1,0,0,1
12,1130,1,0,0,1
12,380,1,0,0,1
12,948,1,0,0,1
12,377,1,0,0,1
12,1014,1,0,0,1
12,448,1,0,0,1
12,208,0,0,1,1
12,1184,1,0,0,1
12,1307,1,0,0,1
12,443,1,0,0,1
12,1072,1,0,0,1
12,672,0,0,1,1
12,1215,1,0,0,1
12,203,1,0,0,1
12,1076,1,0,0,1
12,609,1,0,0,1
12,882,1,0,0,1
12,514,1,0,0,1
12,554,1,0,0,1
12,1259,1,0,0,1
12,809,1,0,0,1
13,1385,1,0,0,1
13,1412,0,1,0,1
13,1001,1,0,0,1
13,757,1,0,0,1
13,446,1,0,0,1
13,842,1,0,0,1
13,810,1,0,0,1
13,353,1,0,0,1
13,882,1,0,0,1
13,193,0,1,0,1
13,1062,1,0,0,1
13,311,0,1,0,1
13,439,1,0,0,1
13,264,1,0,0,1
13,1110,1,0,0,1
13,1392,1,0,0,1
13,699,1,0,0,1
13,497,1,0,0,1
13,545,0,1,0,1
13,510,1,0,0,1
13,280,0,1,0,1
13,474,1,0,0,1
13,568,1,0,0,1
13,824,1,0,0,1
13,1314,1,0,0,1
13,1267,1,0,0,1
13,825,1,0,0,1
13,656,1,0,0,1
13,125,0,1,0,1
13,924,1,0,0,1
13,1210,1,0,0,1
13,1112,1,0,0,1
13,889,0,0,1,1
13,1000,1,0,0,1
13,168,0,0,1,1
13,1060,1,0,0,1
13,1290,1,0,0,1
13,794,1,0,0,1
13,1154,1,0,0,1
13,885,1,0,0,1
13,569,0,0,1,1
13,112,0,0,1,1
13,372,1,0,0,1
13,1214,1,0,0,1
13,172,0,1,0,1
13,1317,1,0,0,1
13,32,0,0,1,1
13,180,1,0,0,1
13,543,1,0,0,1
13,331,0,0,1,1
13,800,1,0,0,1
13,583,0,0,1,1
13,1204,1,0,0,1
13,1361,1,0,0,1
13,693,1,0,0,1
13,176,0,1,0,1
13,476,0,1,0,1
13,285,0,1,0,1
13,1157,1,0,0,1
13,169,1,0,0,1
13,740,1,0,0,1
13,811,1,0,0,1
13,163,0,1,0,1
13,1298,1,0,0,1
13,119,0,0,1,1
13,292,0,0,1,1
13,63,0,0,1,1
13,541,1,0,0,1
13,1321,1,0,0,1
13,1085,1,0,0,1
13,991,1,0,0,1
13,632,1,0,0,1
13,1449,1,0,0,1
13,517,1,0,0,1
13,40,0,0,1,1
13,228,0,0,1,1
13,731,1,0,0,1
13,197,0,0,1,1
13,488,1,0,0,1
13,96,0,0,1,1
13,208,0,1,0,1
15,624,1,0,0,1
15,697,1,0,0,1
15,1098,1,0,0,1
15,232,0,0,1,1
15,552,0,1,0,1
15,625,1,0,0,1
15,344,1,0,0,1
15,635,1,0,0,1
15,1088,1,0,0,1
15,829,1,0,0,1
15,651,1,0,0,1
15,888,1,0,0,1
15,654,1,0,0,1
15,1072,1,0,0,1
15,979,1,0,0,1
15,605,1,0,0,1
15,689,1,0,0,1
15,845,1,0,0,1
15,234,1,0,0,1
15,987,1,0,0,1
15,1052,1,0,0,1
15,637,1,0,0,1
15,1288,1,0,0,1
15,1007,1,0,0,1
15,985,1,0,0,1
15,850,1,0,0,1
15,1172,0,1,0,1
15,836,1,0,0,1
15,772,1,0,0,1
15,1188,1,0,0,1
15,601,1,0,0,1
15,219,1,0,0,1
15,214,1,0,0,1
15,833,1,0,0,1
15,382,0,1,0,1
15,813,1,0,0,1
15,1258,1,0,0,1
15,493,1,0,0,1
15,513,1,0,0,1
15,785,1,0,0,1
15,576,1,0,0,1
15,1361,1,0,0,1
15,703,1,0,0,1
15,287,0,1,0,1
15,249,0,1,0,1
15,589,1,0,0,1
15,936,1,0,0,1
15,233,0,1,0,1
15,282,0,1,0,1
15,803,1,0,0,1
15,1292,1,0,0,1
15,1187,1,0,0,1
15,601,1,0,0,1
15,525,1,0,0,1
15,538,1,0,0,1
15,212,0,1,0,1
15,197,1,0,0,1
15,485,1,0,0,1
15,753,1,0,0,1
15,1119,1,0,0,1
15,1095,1,0,0,1
15,1165,1,0,0,1
15,1140,1,0,0,1
15,779,1,0,0,1
15,1234,1,0,0,1
15,1178,1,0,0,1
15,153,0,1,0,1
15,1410,1,0,0,1
15,505,1,0,0,1
15,1160,1,0,0,1
15,248,0,1,0,1
15,845,1,0,0,1
15,428,1,0,0,1
15,553,1,0,0,1
15,1015,1,0,0,1
15,1056,1,0,0,1
15,1325,1,0,0,1
15,1155,1,0,0,1
15,1003,1,0,0,1
15,1314,1,0,0,1
15,694,1,0,0,1
15,736,1,0,0,1
15,392,1,0,0,1
15,1173,1,0,0,1
16,616,1,0,0,1
16,305,1,0,0,1
16,302,0,1,0,1
16,301,0,1,0,1
16,824,1,0,0,1
16,1171,1,0,0,1
16,258,0,0,1,1
16,1003,1,0,0,1
16,369,1,0,0,1
16,223,0,1,0,1
16,990,0,1,0,1
16,718,1,0,0,1
16,318,0,1,0,1
16,379,1,0,0,1
16,1435,1,0,0,1
16,886,1,0,0,1
16,707,1,0,0,1
16,461,1,0,0,1
16,938,1,0,0,1
16,890,1,0,0,1
16,1367,1,0,0,1
16,1125,1,0,0,1
16,825,1,0,0,1
16,310,0,1,0,1
16,1417,1,0,0,1
16,369,1,0,0,1
16,230,0,0,1,1
16,1107,1,0,0,1
16,1213,1,0,0,1
16,266,0,1,0,1
16,300,1,0,0,1
16,360,0,1,0,1
16,851,1,0,0,1
16,834,1,0,0,1
16,1376,1,0,0,1
16,415,0,1,0,1
16,1264,1,0,0,1
16,353,0,1,0,1
16,1326,1,0,0,1
16,839,0,1,0,1
16,614,1,0,0,1
16,958,1,0,0,1
16,302,0,1,0,1
16,618,1,0,0,1
16,505,1,0,0,1
17,176,0,1,0,1
17,296,0,0,1,1
17,1243,1,0,0,1
17,546,1,0,0,1
17,1210,1,0,0,1
17,877,1,0,0,1
17,990,1,0,0,1
17,798,1,0,0,1
17,1386,1,0,0,1
17,1473,1,0,0,1
17,1160,1,0,0,1
17,1238,1,0,0,1
17,1091,1,0,0,1
17,1253,1,0,0,1
17,1214,1,0,0,1
17,1326,1,0,0,1
17,287,1,0,0,1
17,780,1,0,0,1
17,1094,1,0,0,1
17,730,1,0,0,1
17,613,1,0,0,1
17,471,1,0,0,1
17,354,0,1,0,1
17,489,1,0,0,1
17,1134,1,0,0,1
17,760,1,0,0,1
17,1354,1,0,0,1
17,751,1,0,0,1
17,617,1,0,0,1
17,1119,1,0,0,1
17,547,1,0,0,1
17,930,1,0,0,1
17,947,1,0,0,1
17,612,1,0,0,1
17,975,1,0,0,1
17,632,1,0,0,1
17,835,1,0,0,1
17,1178,1,0,0,1
17,566,0,1,0,1
17,822,1,0,0,1
17,395,1,0,0,1
17,1253,1,0,0,1
17,1320,1,0,0,1
17,601,1,0,0,1
17,1268,1,0,0,1
17,1209,0,1,0,1
17,678,1,0,0,1
17,479,1,0,0,1
17,240,0,1,0,1
17,759,1,0,0,1
17,818,1,0,0,1
18,447,0,1,0,1
18,1213,1,0,0,1
18,960,1,0,0,1
18,261,0,1,0,1
18,362,1,0,0,1
18,245,0,0,1,1
18,624,1,0,0,1
18,1320,1,0,0,1
18,371,0,1,0,1
18,834,1,0,0,1
18,715,0,1,0,1
18,927,1,0,0,1
18,458,1,0,0,1
18,1383,1,0,0,1
18,899,1,0,0,1
18,260,0,1,0,1
18,991,1,0,0,1
18,1466,1,0,0,1
18,786,1,0,0,1
18,908,1,0,0,1
18,623,1,0,0,1
18,1038,1,0,0,1
18,1308,1,0,0,1
18,1371,1,0,0,1
18,982,1,0,0,1
18,1491,1,0,0,1
18,306,0,1,0,1
18,1301,1,0,0,1
18,149,0,1,0,1
18,631,1,0,0,1
18,1020,1,0,0,1
18,577,1,0,0,1
18,1468,1,0,0,1
18,1491,1,0,0,1
18,926,1,0,0,1
18,1418,1,0,0,1
18,711,1,0,0,1
18,1265,1,0,0,1
18,1049,1,0,0,1
18,1066,1,0,0,1
18,848,1,0,0,1
18,1470,1,0,0,1
18,1307,1,0,0,1
18,783,1,0,0,1
18,728,1,0,0,1
18,923,1,0,0,1
18,1033,1,0,0,1
18,477,1,0,0,1
18,1491,1,0,0,1
18,1034,1,0,0,1
18,424,1,0,0,1
18,1048,1,0,0,1
18,426,0,1,0,1
18,1143,1,0,0,1
18,1062,1,0,0,1
18,1229,1,0,0,1
18,1261,1,0,0,1
18,530,1,0,0,1
18,887,1,0,0,1
18,780,1,0,0,1
18,1140,1,0,0,1
18,1118,1,0,0,1
18,258,1,0,0,1
18,313,0,0,1,1
18,1305,1,0,0,1
18,312,1,0,0,1
18,733,1,0,0,1
19,1136,1,0,0,1
19,1245,1,0,0,1
19,706,0,0,1,1
19,1135,1,0,0,1
19,597,0,0,1,1
19,584,1,0,0,1
19,994,1,0,0,1
19,957,1,0,0,1
19,623,1,0,0,1
19,729,1,0,0,1
19,746,1,0,0,1
19,431,1,0,0,1
19,406,1,0,0,1
19,630,0,0,1,1
19,916,1,0,0,1
19,972,1,0,0,1
19,285,1,0,0,1
19,1377,1,0,0,1
19,687,1,0,0,1
19,1421,1,0,0,1
19,758,1,0,0,1
19,932,1,0,0,1
19,134,1,0,0,1
19,762,1,0,0,1
19,834,1,0,0,1
19,252,1,0,0,1
19,1395,1,0,0,1
19,155,1,0,0,1
19,1326,1,0,0,1
19,164,0,1,0,1
19,1377,1,0,0,1
19,544,1,0,0,1
19,145,0,0,1,1
19,980,1,0,0,1
19,945,1,0,0,1
19,1171,1,0,0,1
19,705,1,0,0,1
19,1314,1,0,0,1
19,438,1,0,0,1
19,432,0,0,1,1
19,169,1,0,0,1
19,785,1,0,0,1
19,1349,1,0,0,1
19,690,1,0,0,1
19,830,1,0,0,1
19,123,0,0,1,1
19,1281,1,0,0,1
19,569,1,0,0,1
19,442,1,0,0,1
19,1134,1,0,0,1
19,165,0,0,1,1
19,488,1,0,0,1
19,109,1,0,0,1
19,222,1,0,0,1
19,1097,1,0,0,1
19,949,1,0,0,1
19,1065,1,0,0,1
19,165,1,0,0,1
19,1048,1,0,0,1
19,526,1,0,0,1
19,602,1,0,0,1
19,829,1,0,0,1
19,560,0,1,0,1
19,1028,1,0,0,1
19,732,1,0,0,1
19,506,1,0,0,1
19,979,1,0,0,1
19,317,0,1,0,1
19,896,1,0,0,1
20,1429,1,0,0,1
20,666,1,0,0,1
20,1012,1,0,0,1
20,246,0,1,0,1
20,404,1,0,0,1
20,988,1,0,0,1
20,903,1,0,0,1
20,1218,1,0,0,1
20,565,1,0,0,1
20,1172,1,0,0,1
20,1177,1,0,0,1
20,792,1,0,0,1
20,1064,1,0,0,1
20,1164,1,0,0,1
20,808,1,0,0,1
20,714,1,0,0,1
20,897,1,0,0,1
20,1106,1,0,0,1
20,1093,1,0,0,1
20,667,1,0,0,1
20,1200,1,0,0,1
20,1388,1,0,0,1
20,1021,1,0,0,1
20,992,1,0,0,1
20,1098,1,0,0,1
20,451,1,0,0,1
20,815,1,0,0,1
20,1302,1,0,0,1
20,1227,1,0,0,1
20,421,1,0,0,1
20,1389,1,0,0,1
20,1227,1,0,0,1
20,1198,1,0,0,1
20,1361,1,0,0,1
20,1122,1,0,0,1
20,1425,1,0,0,1
20,1335,1,0,0,1
20,1194,1,0,0,1
20,1296,1,0,0,1
20,794,1,0,0,1
20,841,1,0,0,1
20,1243,1,0,0,1
20,816,1,0,0,1
20,1471,1,0,0,1
